Student_ID,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Screen_Time_Per_Day,Physical_Activity_Hours,Attendance_Percentage,Healthy_Eating_Score,Academic_Performance
S02528,3.9,8.6,4.0,2.2,92.0,3,58.1
S02529,6.1,7.9,6.6,1.1,94.3,5,59.6
S02530,1.3,7.0,3.9,1.2,78.9,2,39.8
S02531,3.7,7.0,1.9,0.6,91.5,5,34.6
S02532,1.6,6.3,7.7,0.7,90.6,5,11.6
S02533,3.8,7.3,2.8,0.9,81.9,2,53.2
S02534,1.6,8.3,9.9,1.6,86.5,10,42.7
S02535,2.4,6.2,4.0,1.4,100.0,6,45.6
S02536,2.6,5.2,9.3,2.0,82.2,1,38.1
S02537,4.5,7.8,2.3,0.3,82.5,8,67.4
S02538,4.4,7.4,7.1,0.3,86.5,1,27.4
S02539,1.1,5.7,6.0,1.6,83.2,3,20.3
S02540,3.1,6.1,6.7,1.7,92.9,1,59.9
S02541,1.9,6.0,6.9,1.0,99.7,2,28.2
S02542,1.1,6.1,4.0,0.0,82.5,7,45.5
S02543,2.7,6.6,2.4,0.6,76.4,7,25.0
S02544,2.5,6.7,4.9,1.2,100.0,5,32.3
S02545,6.6,6.2,5.4,0.6,86.2,5,60.4
S02546,3.6,6.1,4.1,1.1,68.0,7,54.1
S02547,0.9,6.7,5.6,1.9,100.0,10,21.9
S02548,2.2,7.2,5.7,1.7,96.3,10,43.4
S02549,4.5,6.6,3.2,1.4,100.0,5,57.2
S02550,6.1,8.4,5.8,1.0,99.3,8,75.9
S02551,0.6,7.6,4.5,0.8,100.0,3,34.4
S02552,0.2,5.1,3.6,1.4,74.6,2,15.6
S02553,5.8,7.6,6.6,1.0,77.0,10,62.0
S02554,3.6,7.7,3.4,1.0,80.1,4,68.7
S02555,1.7,6.5,4.1,0.2,79.8,7,29.5
S02556,3.8,5.2,5.1,0.6,86.2,9,43.4
S02557,0.0,7.0,7.7,1.4,80.1,3,15.4
S02558,3.0,7.0,5.4,0.4,73.1,3,56.4
S02559,3.5,5.7,6.1,1.1,76.3,7,36.0
S02560,4.4,5.3,4.4,1.2,82.1,1,58.0
S02561,1.5,6.9,4.8,1.2,96.4,7,43.7
S02562,3.1,6.7,4.9,1.3,79.2,2,27.0
S02563,1.6,6.5,5.6,1.3,93.1,10,42.7
S02564,3.4,6.9,4.4,0.7,71.8,1,41.2
S02565,1.7,5.7,7.7,0.3,53.0,10,26.7
S02566,2.4,6.5,4.3,0.6,83.7,9,32.9
S02567,1.5,7.6,1.6,1.4,78.9,1,73.0
S02568,4.0,6.6,10.5,0.4,76.2,8,42.7
S02569,4.3,5.0,4.3,0.5,75.0,10,56.1
S02570,2.6,6.4,7.6,0.5,77.9,7,32.5
S02571,3.1,5.7,7.8,0.1,75.1,10,34.2
S02572,0.8,7.3,6.9,0.4,76.0,9,12.6
S02573,2.6,7.4,4.6,1.5,71.4,5,49.7
S02574,2.9,5.0,5.6,0.6,63.7,3,22.7
S02575,6.9,7.9,2.5,0.1,62.9,1,67.3
S02576,1.3,5.7,9.0,0.7,100.0,2,16.9
S02577,5.2,8.9,3.3,1.3,84.4,6,53.9
S02578,4.5,6.9,4.5,0.1,100.0,8,50.3
S02579,3.4,5.5,5.2,1.5,83.2,9,51.8
S02580,5.6,5.6,4.8,0.3,83.6,8,42.1
S02581,3.6,7.4,3.7,0.8,88.1,2,56.7
S02582,3.6,6.5,7.8,0.8,91.4,1,41.5
S02583,2.9,6.9,6.9,0.7,72.5,10,40.6
S02584,4.8,8.9,5.6,1.0,81.2,4,42.6
S02585,4.6,6.2,4.2,1.4,88.0,5,48.1
S02586,2.1,7.1,7.1,1.0,65.7,10,54.1
S02587,1.0,8.7,4.1,0.7,98.0,6,36.2
S02588,2.7,7.3,8.1,1.2,95.6,4,44.8
S02589,1.8,5.1,5.2,1.1,64.0,5,26.0
S02590,2.9,7.6,7.5,0.7,76.2,8,30.2
S02591,4.9,5.6,4.8,1.0,86.0,10,46.8
S02592,2.3,8.7,5.1,0.6,93.4,3,60.2
S02593,2.9,6.0,7.5,0.6,100.0,1,47.2
S02594,3.1,10.0,9.4,1.4,78.6,9,37.9
S02595,4.3,8.8,8.1,1.2,100.0,9,50.1
S02596,0.0,6.0,6.8,1.4,84.5,2,10.5
S02597,2.1,7.0,6.2,1.3,82.8,3,34.0
S02598,3.3,7.9,4.0,0.6,90.6,8,58.7
S02599,4.8,7.9,5.6,1.5,88.1,3,61.3
S02600,2.3,7.5,3.2,0.9,87.5,3,59.0
S02601,0.2,8.5,5.8,1.5,100.0,6,59.1
S02602,3.9,6.9,5.9,0.9,87.5,6,51.7
S02603,2.0,6.6,1.1,1.2,75.2,7,55.4
S02604,1.2,6.6,5.1,1.2,76.6,10,54.6
S02605,2.1,8.0,5.8,1.4,99.7,4,35.5
S02606,2.7,7.4,4.8,0.2,91.8,5,58.2
S02607,2.1,7.3,5.7,0.2,69.4,10,34.5
S02608,0.0,8.0,2.3,1.3,68.9,3,43.7
S02609,4.3,4.5,3.4,1.2,85.3,2,39.5
S02610,4.9,7.4,7.1,0.6,91.2,3,67.8
S02611,4.0,7.3,5.0,1.2,78.2,3,56.9
S02612,1.3,9.0,5.7,0.3,68.2,2,39.4
S02613,2.7,5.2,3.9,2.6,73.7,1,41.5
S02614,3.0,8.9,5.0,1.7,100.0,3,81.1
S02615,3.9,7.1,1.0,1.3,90.0,1,58.7
S02616,4.0,7.6,6.7,1.0,95.0,8,36.4
S02617,1.9,9.0,8.6,0.7,96.6,5,35.9
S02618,3.1,7.7,2.9,0.3,78.7,6,61.7
S02619,3.7,7.5,3.1,0.9,81.3,10,73.9
S02620,5.2,7.3,5.9,0.6,83.3,7,64.3
S02621,4.1,6.4,7.9,0.6,89.2,7,29.8
S02622,4.2,7.0,5.0,0.3,95.9,4,45.2
S02623,3.1,6.1,2.5,1.1,100.0,6,45.0
S02624,5.1,6.9,4.6,0.8,93.1,8,61.7
S02625,3.6,4.2,2.9,1.3,93.2,6,44.4
S02626,1.7,7.5,3.7,1.2,100.0,7,53.5
S02627,5.1,6.9,4.4,1.1,82.9,3,51.8
S02628,4.0,6.6,3.1,2.3,96.9,9,57.0
S02629,2.3,7.3,3.4,1.4,90.8,10,42.2
S02630,2.3,5.3,5.1,0.4,91.1,2,36.9
S02631,3.4,9.3,5.4,1.2,82.9,8,49.8
S02632,3.7,6.9,2.2,1.0,71.1,8,58.8
S02633,3.3,6.8,5.8,0.3,88.4,2,50.3
S02634,3.5,5.8,4.2,0.3,88.5,9,50.8
S02635,5.5,7.0,6.4,1.2,79.2,3,53.3
S02636,4.6,8.7,6.6,1.3,84.0,10,72.9
S02637,3.3,8.2,3.9,0.5,76.2,6,55.4
S02638,4.4,8.0,6.2,1.5,76.3,4,65.8
S02639,1.5,7.7,3.3,1.1,80.2,5,62.9
S02640,3.6,6.6,7.6,1.6,71.7,3,59.4
S02641,5.7,5.3,3.4,1.5,79.2,10,56.4
S02642,2.7,6.8,5.7,0.9,92.1,8,54.6
S02643,1.7,6.7,4.6,1.8,99.6,10,64.0
S02644,2.0,8.3,3.0,0.4,100.0,10,68.7
S02645,1.4,7.4,6.8,2.2,81.0,8,26.9
S02646,1.8,8.9,3.8,0.6,97.0,7,44.8
S02647,2.4,8.4,1.6,1.0,88.4,7,64.3
S02648,0.9,6.5,1.0,0.7,82.6,2,49.7
S02649,3.0,4.8,3.2,0.8,89.0,10,48.1
S02650,4.4,8.7,7.8,2.5,96.0,6,61.3
S02651,1.6,8.6,7.5,0.8,80.0,4,53.8
S02652,5.3,5.4,3.6,1.4,79.8,9,54.7
S02653,3.8,8.8,4.3,0.9,80.9,5,63.0
S02654,4.5,7.5,4.1,1.5,78.7,6,60.9
S02655,2.0,7.2,2.3,0.7,97.0,7,37.3
S02656,4.3,8.9,3.1,1.1,77.4,2,68.7
S02657,1.4,8.6,7.0,1.3,79.1,1,31.9
S02658,4.3,7.8,6.0,0.6,88.1,6,66.6
S02659,3.3,7.6,5.5,2.4,87.3,9,44.6
S02660,3.8,7.7,2.3,1.3,80.9,7,50.3
S02661,1.2,6.5,5.2,0.9,100.0,9,33.2
S02662,1.7,6.9,1.0,0.7,78.7,3,57.0
S02663,3.9,5.9,6.7,1.0,83.3,5,41.3
S02664,1.6,6.6,5.5,0.4,65.7,6,34.1
S02665,3.7,6.6,2.3,1.9,82.0,6,61.0
S02666,0.9,6.2,8.2,1.2,71.8,5,22.0
S02667,4.3,7.2,1.4,1.0,75.8,2,35.1
S02668,1.2,6.6,6.1,1.5,65.4,10,33.1
S02669,3.8,7.6,6.1,0.6,76.1,3,47.6
S02670,3.9,5.1,2.5,0.4,84.2,6,44.0
S02671,2.0,6.9,4.9,0.9,82.6,9,40.3
S02672,3.9,7.2,1.7,1.1,80.9,10,58.6
S02673,3.4,6.6,1.0,1.3,81.8,8,50.6
S02674,2.2,6.8,2.9,0.3,80.0,8,42.2
S02675,1.5,5.1,3.8,0.8,84.7,8,38.4
S02676,0.1,7.4,6.3,0.0,83.9,6,39.4
S02677,3.5,7.8,5.1,0.4,87.7,3,45.2
S02678,0.7,7.6,5.2,1.4,83.0,5,46.4
S02679,3.1,8.2,3.0,1.5,80.7,8,60.7
S02680,2.6,7.2,3.9,0.4,92.8,3,32.5
S02681,4.0,7.6,3.1,0.8,91.0,1,61.7
S02682,2.5,7.2,2.6,1.0,84.7,1,51.0
S02683,2.5,7.8,3.8,1.5,97.0,7,56.2
S02684,4.1,5.1,5.1,1.8,85.8,6,41.1
S02685,3.5,5.9,3.9,1.1,83.4,5,34.8
S02686,3.5,8.9,4.4,0.9,84.3,8,40.7
S02687,3.7,4.0,6.4,0.3,86.7,8,38.3
S02688,0.7,6.8,4.0,1.1,75.8,1,41.9
S02689,4.1,8.4,2.3,2.0,66.3,7,69.7
S02690,3.9,6.9,6.1,1.6,87.8,2,55.6
S02691,1.5,6.5,5.5,1.1,93.3,4,49.9
S02692,2.6,7.2,5.7,1.2,75.0,1,47.1
S02693,2.9,6.6,6.3,0.7,95.7,2,39.4
S02694,2.8,7.0,5.9,0.8,68.5,10,60.9
S02695,3.5,6.2,5.1,1.1,79.4,9,42.2
S02696,5.1,8.3,9.8,1.1,100.0,1,47.4
S02697,4.6,8.7,2.4,1.5,88.6,7,79.9
S02698,1.0,6.8,3.8,1.5,82.0,4,20.3
S02699,3.9,5.3,6.9,1.3,87.5,7,33.4
S02700,5.0,6.4,5.3,0.5,97.0,7,48.5
S02701,3.6,6.8,6.5,0.5,70.5,10,34.9
S02702,4.6,7.6,5.3,0.6,98.2,3,57.5
S02703,6.0,5.8,7.7,1.1,80.1,2,71.4
S02704,4.5,6.1,3.0,0.0,92.1,3,50.4
S02705,3.4,7.6,7.7,1.0,78.9,5,30.8
S02706,4.6,8.1,7.3,1.7,100.0,8,43.8
S02707,3.2,6.3,2.6,1.3,84.7,9,55.1
S02708,3.0,5.4,6.3,0.8,71.7,4,36.5
S02709,2.5,10.0,4.9,0.7,89.7,6,63.2
S02710,5.3,7.9,3.8,1.4,98.0,4,68.8
S02711,1.8,6.7,1.2,1.2,96.9,9,40.8
S02712,5.3,8.0,3.0,0.9,85.9,5,56.9
S02713,3.7,6.9,6.4,0.7,93.1,2,38.1
S02714,0.9,8.0,6.6,1.0,80.8,1,34.8
S02715,3.6,7.2,4.6,0.8,90.9,5,35.7
S02716,0.0,7.1,6.6,1.4,88.6,8,14.9
S02717,3.9,6.9,6.9,1.6,56.0,6,46.2
S02718,4.3,5.3,5.3,0.3,75.0,7,41.2
S02719,2.1,9.3,3.6,0.4,87.1,9,56.5
S02720,3.2,5.9,5.9,1.7,86.6,4,40.6
S02721,5.9,5.4,6.0,1.1,84.7,5,50.8
S02722,2.2,6.7,6.3,0.4,85.9,9,41.6
S02723,1.4,5.8,6.7,1.5,97.1,3,31.4
S02724,5.2,6.9,2.3,1.2,88.5,1,64.7
S02725,5.9,7.8,4.0,2.1,61.7,8,43.0
S02726,3.0,8.2,1.2,0.9,100.0,9,55.5
S02727,4.5,8.0,6.5,1.6,65.9,10,55.1
S02728,5.0,6.6,4.6,0.3,94.6,10,61.1
S02729,1.9,7.1,5.9,1.7,69.4,4,53.0
S02730,2.3,7.5,2.0,1.5,99.2,6,42.2
S02731,4.8,4.9,7.8,1.8,82.2,7,37.9
S02732,5.5,7.7,2.6,1.6,88.8,7,80.0
S02733,3.8,5.3,6.5,1.0,65.1,8,39.9
S02734,1.7,9.4,5.2,0.4,92.3,6,49.5
S02735,6.0,6.5,4.6,0.7,89.2,7,51.6
S02736,2.2,6.8,4.5,0.1,91.2,9,36.0
S02737,2.5,6.1,3.7,0.5,94.5,6,39.9
S02738,3.5,6.2,7.6,1.2,86.8,2,58.0
S02739,5.3,9.7,5.0,1.0,82.9,4,76.7
S02740,4.3,8.1,2.5,0.9,76.9,5,57.2
S02741,3.6,5.1,4.2,0.6,80.6,8,42.0
S02742,3.7,8.8,5.3,0.1,97.1,4,55.1
S02743,3.1,8.4,6.8,1.1,76.6,1,44.1
S02744,3.8,6.7,3.8,1.2,66.6,1,50.5
S02745,0.0,7.4,3.9,0.5,75.1,2,49.0
S02746,2.6,7.0,5.0,0.7,91.1,8,54.2
S02747,3.4,9.4,6.7,1.8,82.0,3,54.1
S02748,1.3,6.0,2.3,1.6,91.0,6,51.4
S02749,3.6,7.2,6.0,0.3,65.0,7,36.6
S02750,2.7,6.5,4.1,1.0,55.2,1,50.9
S02751,5.6,5.3,4.4,1.7,87.6,5,44.8
S02752,5.4,9.6,9.0,0.9,95.0,2,43.5
S02753,2.3,5.6,4.6,0.9,67.9,7,38.0
S02754,2.8,7.3,6.5,1.5,90.3,3,44.9
S02755,2.9,4.9,6.4,1.5,96.9,9,44.0
S02756,2.3,6.5,2.6,1.5,85.0,1,52.1
S02757,3.3,7.5,1.3,0.9,94.0,2,70.2
S02758,1.9,6.0,6.6,1.3,86.9,9,34.4
S02759,1.3,7.7,2.8,1.7,82.4,7,45.0
S02760,3.9,6.7,1.7,1.0,93.2,3,67.2
S02761,3.9,8.4,7.1,0.8,100.0,8,42.3
S02762,1.8,8.6,3.0,1.6,79.4,5,49.0
S02763,4.3,6.3,3.5,2.0,84.1,2,48.3
S02764,2.1,7.1,8.9,2.1,75.1,10,27.3
S02765,3.4,7.2,1.7,0.8,86.6,1,58.9
S02766,4.2,7.7,2.5,0.9,83.4,6,52.1
S02767,2.9,7.0,4.1,0.5,96.6,4,41.7
S02768,3.7,7.2,4.5,1.1,99.2,2,52.2
S02769,2.2,6.7,3.2,0.5,92.9,1,45.8
S02770,2.7,7.1,2.7,0.7,95.5,7,61.3
S02771,2.7,8.6,8.0,1.4,78.0,4,53.8
S02772,1.9,7.8,5.5,1.2,75.5,1,49.1
S02773,2.7,7.8,6.2,0.1,89.4,10,36.4
S02774,0.7,7.9,4.7,1.8,85.2,1,56.0
S02775,2.3,6.8,5.6,0.5,100.0,7,37.4
S02776,2.6,7.4,6.9,0.5,65.8,5,33.0
S02777,2.6,5.7,3.0,0.4,91.2,1,34.2
S02778,2.6,8.5,5.5,0.7,91.0,9,29.1
S02779,2.9,4.0,6.4,0.6,77.4,3,34.7
S02780,3.7,6.9,8.1,0.6,75.3,10,27.0
S02781,4.3,8.4,8.9,0.0,81.6,1,35.2
S02782,2.0,5.4,5.1,1.1,68.6,2,50.0
S02783,1.2,7.5,7.3,1.1,99.6,10,49.3
S02784,1.4,6.2,1.0,2.1,100.0,6,33.2
S02785,2.3,6.6,8.1,1.2,81.6,3,25.4
S02786,2.5,8.1,3.5,0.8,78.6,10,58.7
S02787,1.8,7.2,4.5,0.4,71.9,8,24.7
S02788,1.1,4.6,5.9,1.0,74.0,1,19.0
S02789,2.3,5.8,4.7,1.2,79.1,1,35.0
S02790,3.3,8.2,5.4,0.7,97.1,8,38.7
S02791,3.9,7.5,8.2,1.0,100.0,1,36.7
S02792,2.2,9.1,4.2,1.9,77.8,4,34.4
S02793,2.4,9.0,2.8,0.8,76.0,6,58.1
S02794,1.6,6.6,8.6,0.1,73.3,1,21.3
S02795,3.0,10.0,6.1,1.4,89.5,4,36.2
S02796,1.7,7.0,8.8,1.2,88.4,5,40.0
S02797,3.9,5.8,6.7,0.1,86.0,1,48.8
S02798,0.3,6.2,2.4,1.2,80.6,2,35.7
S02799,2.5,4.3,6.3,0.5,98.6,2,42.8
S02800,3.5,8.9,3.0,1.2,92.6,6,69.9
S02801,3.3,8.9,5.0,2.0,92.2,2,61.0
S02802,7.0,5.8,4.8,0.9,88.7,6,57.7
S02803,3.5,6.7,1.8,1.5,83.1,9,64.6
S02804,1.5,7.1,3.4,0.4,77.8,2,37.1
S02805,2.9,5.8,9.4,0.2,90.2,7,23.0
S02806,0.3,4.9,5.5,2.0,89.2,1,25.6
S02807,2.9,6.7,4.6,1.2,90.7,9,47.3
S02808,1.8,6.6,8.6,1.3,69.4,4,33.4
S02809,4.4,6.5,4.2,1.6,88.4,5,56.7
S02810,2.2,7.3,4.8,0.7,81.9,4,33.7
S02811,2.8,8.7,7.0,1.4,76.2,10,40.3
S02812,2.0,6.6,4.2,1.3,92.3,9,49.7
S02813,5.6,7.2,3.5,0.4,86.8,1,62.2
S02814,2.5,7.9,1.0,1.8,100.0,10,42.6
S02815,5.7,7.7,3.1,1.7,89.8,6,60.6
S02816,4.2,6.3,3.1,0.4,82.0,5,38.0
S02817,3.7,7.1,5.3,1.1,83.9,8,54.1
S02818,3.6,7.7,3.8,0.9,73.3,2,56.9
S02819,3.6,5.6,9.3,1.7,97.3,4,25.4
S02820,0.1,8.5,2.9,0.3,88.1,5,28.7
S02821,2.6,8.7,7.8,2.8,88.3,8,51.9
S02822,4.3,6.1,5.4,0.9,74.4,1,42.5
S02823,2.9,7.2,6.6,1.4,92.8,7,32.8
S02824,0.9,7.8,6.5,1.7,75.6,8,43.0
S02825,2.9,6.3,1.0,0.9,79.5,1,47.6
S02826,5.6,7.6,5.0,0.9,86.3,5,41.9
S02827,4.9,7.2,4.5,0.7,79.2,6,56.1
S02828,2.9,5.2,2.7,0.6,77.1,10,63.9
S02829,4.4,7.6,5.9,1.1,84.5,5,58.3
S02830,2.5,5.7,8.4,0.9,95.1,9,33.8
S02831,0.4,8.1,1.0,0.7,94.0,4,45.5
S02832,1.6,6.2,3.9,0.8,92.1,2,31.4
S02833,5.3,6.8,2.5,1.3,89.9,9,57.7
S02834,2.6,8.6,5.1,0.6,80.2,2,32.5
S02835,2.6,7.6,4.3,0.9,96.2,2,36.2
S02836,2.6,5.7,3.8,1.4,67.6,6,53.3
S02837,5.9,5.8,6.4,1.1,89.3,9,53.9
S02838,5.4,6.3,8.3,0.5,93.4,5,59.3
S02839,6.3,7.5,10.3,1.0,84.1,10,37.1
S02840,2.8,7.4,3.5,1.2,77.8,2,47.6
S02841,3.4,6.0,1.4,1.5,84.6,6,72.0
S02842,0.7,5.6,6.1,0.6,77.4,1,23.0
S02843,5.2,7.3,8.2,0.7,90.1,10,58.4
S02844,1.2,6.8,6.6,0.7,94.5,10,24.7
S02845,3.3,9.6,8.2,0.7,89.5,3,47.0
S02846,1.4,7.0,4.5,1.2,88.9,3,35.6
S02847,2.1,9.2,3.8,1.3,92.6,10,49.7
S02848,1.7,5.6,5.2,1.5,93.8,6,27.7
S02849,2.1,5.1,4.3,1.0,77.2,4,37.7
S02850,2.2,5.7,6.3,0.3,69.6,8,13.8
S02851,2.2,8.4,6.9,1.3,87.8,7,62.3
S02852,4.3,9.1,7.1,1.1,94.2,9,55.2
S02853,1.3,6.1,6.0,1.0,69.2,5,20.0
S02854,3.3,6.4,5.5,0.4,85.7,5,38.7
S02855,4.8,5.6,6.6,0.9,96.3,5,38.2
S02856,2.2,4.8,1.1,0.4,83.8,9,31.3
S02857,1.9,7.9,5.4,1.2,100.0,2,40.9
S02858,2.7,7.3,5.1,0.8,98.3,7,54.2
S02859,4.8,7.0,5.4,0.7,83.2,10,67.5
S02860,3.3,5.3,4.8,0.2,81.3,3,44.3
S02861,2.2,9.0,5.9,1.5,81.5,8,40.6
S02862,3.7,6.4,3.9,0.9,86.3,9,49.9
S02863,1.3,7.6,7.3,1.0,73.3,10,25.3
S02864,4.0,5.3,5.9,0.6,71.4,9,44.4
S02865,3.6,6.8,5.3,0.2,62.3,5,50.5
S02866,2.5,7.3,3.6,0.7,84.8,10,57.5
S02867,1.7,7.4,6.6,0.8,100.0,9,40.5
S02868,1.7,7.2,5.4,1.1,65.1,3,34.4
S02869,3.8,7.6,3.5,0.8,83.2,8,58.4
S02870,4.8,5.6,4.9,0.6,82.9,7,46.7
S02871,2.0,7.2,6.3,0.2,83.5,4,34.3
S02872,3.7,7.1,6.1,1.0,97.6,9,57.2
S02873,0.0,7.3,6.0,0.6,76.1,7,32.0
S02874,2.1,7.1,5.2,1.7,65.5,8,40.5
S02875,3.0,5.5,7.1,1.1,79.7,8,35.2
S02876,1.6,5.4,7.5,1.3,78.3,3,21.9
S02877,1.6,4.3,6.5,0.9,62.7,7,37.2
S02878,2.0,8.0,3.8,1.1,87.5,8,57.6
S02879,3.4,8.0,2.9,0.6,73.1,3,65.5
S02880,2.7,8.0,3.9,0.4,84.2,9,48.6
S02881,0.0,7.4,8.9,1.0,81.4,10,27.4
S02882,0.0,4.4,5.6,1.3,74.3,4,21.8
S02883,2.1,5.8,9.3,0.0,93.9,10,32.4
S02884,3.7,7.2,4.8,0.8,82.2,7,41.4
S02885,0.0,7.2,4.5,1.9,85.5,8,51.2
S02886,2.3,6.7,4.9,1.2,90.9,8,20.0
S02887,2.2,7.4,4.8,1.8,87.9,5,34.3
S02888,5.1,7.0,3.5,0.7,86.5,7,45.6
S02889,2.4,7.1,2.7,0.8,76.8,8,45.9
S02890,3.6,6.2,6.0,1.5,73.9,2,46.9
S02891,3.2,8.2,7.1,1.3,86.6,10,49.6
S02892,0.0,6.5,9.9,1.0,75.4,4,0.7
S02893,4.2,5.4,4.1,0.4,92.9,6,54.4
S02894,3.3,6.1,4.3,1.6,83.7,9,44.7
S02895,3.8,6.6,3.5,2.3,91.5,2,54.9
S02896,8.9,8.2,7.3,0.2,75.1,7,99.9
S02897,0.0,6.9,6.6,1.7,73.6,2,23.8
S02898,5.6,6.8,3.2,0.8,100.0,10,65.3
S02899,2.6,5.5,3.2,0.8,83.5,2,33.0
S02900,3.4,7.9,6.9,1.1,94.1,1,59.5
S02901,2.9,6.2,5.8,0.4,70.9,9,51.0
S02902,2.4,6.9,6.5,1.0,82.2,6,43.3
S02903,2.1,8.8,3.2,0.2,98.0,2,47.0
S02904,3.5,7.6,1.2,1.2,69.4,10,58.3
S02905,0.7,5.0,3.3,2.1,100.0,4,50.7
S02906,4.1,4.9,6.4,0.7,87.0,4,47.3
S02907,2.4,6.9,9.2,0.9,76.8,7,23.5
S02908,1.3,5.5,4.1,0.9,88.5,7,36.3
S02909,2.3,7.8,9.6,1.5,96.1,4,37.6
S02910,4.9,7.1,6.7,1.2,76.7,5,55.5
S02911,2.2,7.2,2.2,1.5,78.2,9,47.8
S02912,3.5,6.2,5.4,0.7,87.5,6,47.6
S02913,1.9,9.1,6.7,1.2,89.6,2,44.6
S02914,4.1,10.0,1.0,0.0,83.0,2,65.9
S02915,4.0,6.7,6.3,1.3,89.0,3,51.7
S02916,5.8,7.4,7.3,0.4,93.5,7,59.8
S02917,2.7,7.1,5.8,0.8,86.7,2,57.4
S02918,4.0,6.7,4.9,1.4,78.1,1,49.2
S02919,3.1,6.0,4.7,0.2,84.8,4,30.0
S02920,4.9,5.7,4.5,1.5,100.0,10,62.4
S02921,1.9,5.6,2.6,0.9,88.3,7,48.5
S02922,4.1,7.5,3.6,1.7,97.4,5,42.6
S02923,2.7,6.4,4.2,0.5,79.9,7,44.7
S02924,2.9,4.0,5.2,0.1,87.6,7,30.4
S02925,3.1,7.5,3.9,1.0,92.9,7,56.4
S02926,3.4,7.0,3.3,1.3,100.0,1,56.8
S02927,2.8,8.6,6.5,1.3,97.3,8,54.3
S02928,3.3,7.4,5.7,0.4,73.8,6,54.8
S02929,5.4,5.2,3.9,0.2,96.5,6,59.5
S02930,4.5,4.3,6.0,0.8,100.0,10,58.2
S02931,4.3,6.1,4.1,1.3,79.3,4,51.2
S02932,2.3,6.2,5.1,1.2,76.1,9,39.4
S02933,1.7,8.1,7.0,1.8,84.8,10,37.3
S02934,4.4,7.0,3.8,0.8,86.8,9,52.2
S02935,4.3,8.4,2.7,0.1,81.5,6,60.9
S02936,5.2,5.4,4.7,1.6,73.1,9,64.0
S02937,2.1,8.2,2.3,1.1,99.7,1,49.6
S02938,2.7,7.9,4.4,1.1,76.4,7,51.3
S02939,0.5,4.6,4.4,1.4,79.9,9,38.5
S02940,2.4,8.6,1.0,1.6,86.1,5,66.9
S02941,4.5,7.1,6.1,1.0,70.3,6,44.4
S02942,2.3,7.5,4.6,1.6,69.5,6,32.4
S02943,4.0,6.0,7.4,1.3,80.7,5,23.9
S02944,2.7,8.5,5.4,0.7,93.3,10,59.1
S02945,3.5,5.6,6.5,0.9,86.9,9,12.9
S02946,1.3,8.0,7.4,1.3,64.4,5,30.2
S02947,3.1,8.0,4.7,0.6,98.9,3,44.9
S02948,0.0,5.8,5.0,1.4,93.0,6,28.3
S02949,2.7,9.4,1.9,1.1,86.9,6,56.3
S02950,0.6,7.3,7.5,1.2,86.6,1,12.5
S02951,4.8,7.8,4.7,1.7,91.7,4,65.7
S02952,4.2,5.2,3.0,1.2,100.0,10,57.4
S02953,3.7,9.5,6.5,1.0,93.8,10,56.4
S02954,5.3,5.5,1.0,1.0,88.0,1,49.6
S02955,1.6,8.2,4.1,0.9,72.7,6,47.8
S02956,5.6,5.8,6.8,1.2,86.6,2,51.6
S02957,4.4,6.3,4.1,1.7,92.7,5,54.2
S02958,2.6,7.9,3.6,0.7,83.8,3,49.7
S02959,4.7,8.2,4.2,0.7,79.8,6,46.1
S02960,1.3,5.5,1.0,1.6,90.5,9,21.2
S02961,1.8,8.3,6.4,0.7,75.1,3,35.8
S02962,2.1,8.3,4.8,1.1,93.7,9,58.7
S02963,2.2,5.9,4.5,0.7,80.6,5,27.7
S02964,1.4,8.9,4.5,0.2,63.8,2,53.5
S02965,4.8,5.3,5.0,1.1,80.5,10,56.8
S02966,2.6,6.3,6.3,1.6,84.4,10,63.1
S02967,3.5,7.6,4.9,1.0,90.5,10,55.2
S02968,2.1,6.0,2.3,0.3,89.4,10,37.1
S02969,0.3,7.3,6.2,1.1,72.1,9,18.7
S02970,3.4,7.3,6.0,0.6,86.2,3,51.9
S02971,0.1,6.8,5.4,0.0,79.7,9,23.5
S02972,2.9,8.0,7.2,1.0,81.4,6,39.2
S02973,0.9,6.7,5.1,1.3,75.0,1,27.7
S02974,6.0,7.3,7.2,1.6,84.5,1,54.3
S02975,4.4,8.4,7.8,1.9,100.0,3,48.7
S02976,3.2,7.9,6.2,1.3,100.0,5,43.6
S02977,4.9,7.9,3.5,1.5,75.0,6,82.8
S02978,1.7,5.6,4.7,0.4,85.7,5,27.9
S02979,3.8,7.6,7.5,1.8,81.9,8,52.7
S02980,3.3,5.9,2.0,1.6,86.4,6,48.1
S02981,3.4,5.5,4.2,0.8,94.2,2,32.6
S02982,4.9,6.9,4.3,1.3,83.7,5,63.6
S02983,4.1,5.9,3.3,1.3,77.9,7,56.4
S02984,3.4,7.9,6.7,1.7,96.6,2,46.9
S02985,0.5,8.0,5.8,0.9,72.7,5,40.0
S02986,1.6,4.7,3.6,0.6,86.9,5,29.7
S02987,2.8,6.0,6.2,0.8,70.1,8,39.5
S02988,3.1,5.2,4.7,1.4,74.7,9,49.8
S02989,1.3,6.4,3.2,0.0,92.4,3,32.3
S02990,6.6,7.5,3.6,0.0,78.2,4,83.3
